age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,salary
19,4,10,4,1,3,4,1,0,0,28,
60,4,4,0,8,1,4,0,0,0,40,
42,2,5,2,8,0,4,1,0,0,40,
35,6,12,4,5,1,4,1,0,0,40,
48,4,9,4,1,4,2,0,0,0,37,
51,4,14,2,3,0,4,1,0,0,40,
29,4,9,4,3,1,0,1,0,0,40,
36,2,9,5,4,1,2,1,0,0,40,
17,4,6,4,8,3,4,0,0,0,21,
52,4,14,0,10,1,4,0,6849,0,60,
24,4,9,4,3,1,4,1,0,0,40,
24,4,9,2,6,0,4,1,0,0,50,
26,2,13,4,10,3,4,1,1055,0,40,
27,4,13,4,8,3,4,0,0,0,20,
39,4,9,4,6,3,4,1,0,0,60,
30,4,9,2,14,0,2,1,0,0,45,
50,6,9,2,4,0,4,1,0,0,32,
52,5,13,2,12,0,4,1,0,0,55,
46,4,15,2,10,0,4,1,15024,0,45,
23,4,13,4,12,3,4,0,0,0,20,
45,4,7,6,8,1,2,0,0,0,20,
65,4,5,6,9,4,2,0,0,0,24,
29,4,11,2,14,0,4,1,0,0,55,
47,4,5,3,6,4,4,1,0,0,40,
30,4,9,4,5,3,2,1,0,0,60,
34,4,9,2,12,0,4,1,0,0,45,
38,6,9,2,12,0,4,1,0,0,64,
33,4,10,2,4,0,4,1,0,0,40,
49,4,13,2,12,0,4,1,0,0,26,
47,6,10,4,8,4,2,0,0,0,40,
49,2,6,5,8,4,2,0,0,0,40,
43,4,10,2,3,0,4,1,15024,0,60,
30,4,13,2,1,5,2,0,0,0,40,
58,6,9,2,3,0,4,1,0,0,60,
19,4,9,4,8,3,4,0,0,0,14,
21,4,13,4,6,1,4,1,0,0,40,
33,4,13,2,4,0,4,1,15024,0,60,
47,5,3,2,14,0,4,1,0,0,50,
52,6,16,2,10,0,4,1,0,0,60,
26,4,9,0,3,1,4,1,0,0,55,
60,4,9,2,3,0,4,1,0,0,40,
21,4,10,4,6,3,4,1,0,0,40,
36,4,10,2,12,0,4,1,5178,0,50,
31,4,10,2,3,0,4,1,0,0,45,
50,5,16,5,10,1,4,1,0,0,40,
31,2,9,0,1,4,4,0,0,0,40,
71,4,9,2,3,0,4,1,0,0,15,
58,0,9,2,0,0,4,1,0,0,50,
30,7,13,2,13,0,4,1,0,0,40,
20,4,10,4,8,3,4,1,0,0,20,
24,4,9,4,4,2,4,1,4101,0,50,
35,4,16,2,10,0,1,1,0,0,40,
38,7,10,5,4,1,4,0,0,0,45,
27,4,9,4,7,3,4,0,0,0,32,
29,7,10,4,1,4,1,0,0,0,40,
70,0,5,6,0,4,4,0,1111,0,15,
34,4,9,2,3,0,4,1,0,0,45,
44,4,4,2,3,0,4,1,0,0,35,
43,4,9,2,7,0,4,1,0,0,40,
44,6,8,2,6,0,2,1,0,0,40,
35,4,14,4,12,1,4,1,0,0,60,
27,4,10,4,10,1,4,1,0,0,40,
43,2,14,4,10,1,4,1,0,0,38,
20,4,10,4,12,1,4,0,0,0,25,
42,4,12,0,10,4,4,0,8614,0,40,
27,7,10,2,14,0,4,1,3411,0,40,
42,4,9,2,3,0,2,1,0,0,40,
20,0,7,3,0,3,1,0,0,1762,40,
24,4,5,4,7,1,4,1,0,1721,40,
48,1,10,0,4,1,4,1,0,0,40,
17,0,7,4,0,3,4,0,0,0,20,
17,6,7,4,5,3,4,1,0,0,10,
33,4,13,2,4,0,4,1,0,0,40,
50,5,9,2,12,0,4,1,0,0,50,
22,4,9,4,12,3,4,0,2597,0,40,
17,4,8,4,8,3,4,1,0,0,16,
32,4,10,2,1,0,4,1,0,0,40,
31,4,9,4,3,1,4,1,0,0,45,
58,6,9,6,4,1,4,1,0,0,50,
29,2,9,4,11,3,4,1,0,0,48,
37,4,11,2,3,0,4,1,0,0,40,
34,6,9,2,3,0,4,1,0,0,40,
23,2,10,5,4,4,2,1,0,0,40,
18,7,7,4,1,3,4,0,0,0,5,
34,4,9,0,4,1,4,0,0,0,40,
66,0,4,4,0,1,4,1,0,0,4,
45,2,13,2,10,5,4,0,0,0,55,
41,4,14,4,4,1,4,1,0,0,35,
26,4,9,4,8,2,4,1,0,0,30,
54,2,10,2,5,0,4,1,0,0,40,
24,4,10,4,7,3,2,0,0,0,45,
42,4,10,2,10,0,4,1,0,0,50,
20,4,10,4,10,3,4,1,0,0,20,
23,7,13,4,13,1,4,0,0,0,20,
25,0,12,4,0,2,4,1,0,0,45,
35,4,14,4,10,1,4,1,0,0,60,
31,4,14,2,13,0,4,1,0,1902,40,
30,4,13,4,10,3,4,0,0,0,40,
19,4,9,4,12,3,4,0,0,0,20,
36,2,13,4,10,1,4,1,0,0,50,
31,4,13,6,12,4,4,0,0,1380,40,
21,4,10,4,6,3,4,1,0,0,30,
31,6,10,2,3,0,4,1,0,0,40,
46,4,16,0,10,4,4,0,25236,0,65,
44,4,13,0,4,3,4,0,0,0,50,
40,4,8,2,8,0,2,1,0,0,40,
45,4,10,4,12,1,2,1,0,0,40,
60,4,9,2,3,0,4,1,0,0,35,
18,4,7,4,8,2,4,1,0,0,25,
28,4,13,2,10,0,4,1,0,0,40,
36,4,10,0,1,4,2,0,0,0,40,
36,4,13,5,10,1,4,1,0,0,40,
40,4,11,2,13,0,4,1,4386,0,40,
36,2,13,0,1,4,4,0,0,0,35,
31,4,9,5,8,4,2,0,0,0,40,
33,4,9,2,7,0,4,1,0,0,40,
19,7,9,4,13,3,4,0,0,0,40,
22,4,10,4,12,3,4,0,0,0,15,
34,4,13,2,4,0,4,1,0,0,45,
33,4,9,4,8,1,4,1,0,0,40,
41,4,9,2,3,0,4,1,0,2051,60,
29,4,13,4,10,1,4,1,4650,0,40,
50,2,9,2,4,0,4,1,0,0,42,
42,4,13,2,4,0,4,1,7298,0,45,
43,4,13,4,10,1,4,1,0,0,40,
44,4,9,2,12,5,4,0,0,0,40,
20,4,10,4,8,1,4,0,0,0,20,
31,4,9,2,8,0,4,1,0,0,40,
65,6,7,2,4,0,4,1,9386,0,59,
23,4,10,4,8,1,4,0,0,0,24,
55,4,10,0,1,1,1,0,0,0,40,
26,4,11,2,1,0,4,1,0,2377,45,
25,4,11,4,8,3,4,0,0,0,15,
45,0,10,2,0,5,2,0,0,0,40,
35,4,10,2,3,0,4,1,2407,0,40,
36,4,10,4,12,1,2,0,0,0,36,
43,7,13,2,10,0,4,1,0,0,50,
56,4,9,6,8,4,2,0,594,0,20,
42,4,13,2,13,0,4,1,0,0,40,
19,4,10,4,8,2,4,0,0,0,25,
55,6,9,2,14,0,4,1,0,0,72,
42,4,14,4,4,1,4,0,14084,0,50,
26,4,11,4,13,3,4,1,0,0,40,
17,4,8,4,6,3,4,1,0,0,20,
42,2,13,2,10,5,4,0,0,0,40,
55,4,9,2,14,0,4,1,7688,0,40,
32,4,10,4,1,3,2,0,0,0,40,
29,4,7,4,3,3,2,1,0,0,40,
46,7,13,2,10,0,4,1,0,0,37,
29,7,13,2,4,0,4,1,7688,0,40,
22,4,13,4,10,4,4,1,0,0,20,
58,6,6,2,3,0,4,1,0,0,40,
23,4,9,4,14,4,4,1,0,0,50,
39,4,9,4,6,1,4,1,0,0,40,
27,4,11,4,3,3,4,1,0,0,38,
54,4,9,2,14,0,4,1,0,0,40,
33,2,13,4,10,1,4,0,0,0,45,
46,1,9,2,1,5,4,0,0,0,40,
37,4,9,4,5,1,2,1,0,0,40,
36,4,9,4,8,1,4,0,0,0,18,
59,2,9,2,1,5,4,0,0,0,38,
34,2,9,0,11,4,4,1,0,0,40,
53,5,16,2,4,0,4,1,0,0,70,
51,4,13,4,12,1,4,1,0,0,55,
32,4,6,5,8,4,4,0,0,0,42,
31,7,10,3,8,2,4,1,0,0,40,
22,4,10,2,12,5,4,0,0,0,30,
47,6,13,0,12,1,4,0,0,0,50,
32,4,9,4,7,1,4,1,0,0,40,
26,4,10,4,5,1,4,0,0,0,38,
37,4,3,5,5,1,4,1,0,0,32,
31,4,9,0,3,4,4,1,0,0,55,
37,4,11,2,13,5,4,0,0,0,24,
55,4,9,4,12,1,4,1,0,0,38,
23,2,11,0,13,1,4,1,0,0,56,
36,4,10,0,1,4,4,0,0,0,40,
34,4,14,2,10,0,4,1,0,0,40,
43,4,13,2,12,0,4,1,0,0,50,
54,4,10,4,13,1,4,1,0,0,40,
43,7,10,2,3,0,4,1,0,0,40,
28,4,11,4,7,1,4,0,0,1669,42,
40,4,11,2,4,0,4,1,0,0,50,
41,6,10,2,4,0,4,1,0,0,60,
40,4,13,4,12,1,3,0,0,0,55,
42,4,10,0,1,1,2,0,0,0,38,
61,6,9,2,5,0,4,1,0,2352,50,
18,4,8,4,7,3,4,1,0,0,30,
59,0,9,2,0,0,4,1,0,0,16,
21,0,9,4,0,1,4,0,1055,0,40,
48,4,11,2,13,0,4,1,0,0,50,
41,5,13,2,13,0,4,1,0,0,40,
18,0,10,4,0,3,4,1,0,0,33,
23,4,9,4,12,1,4,0,2463,0,40,
60,4,9,2,14,0,4,1,0,0,60,
22,4,10,4,8,2,2,1,0,0,20,
61,4,9,2,7,0,4,1,0,0,40,
25,4,9,4,7,1,2,1,0,0,40,
46,4,14,4,13,1,4,1,0,0,35,
43,4,13,2,4,0,4,1,0,1902,40,
43,4,12,0,3,1,4,1,0,0,40,
24,4,9,4,8,3,2,1,0,1721,30,
68,6,7,4,5,4,4,1,0,0,20,
31,4,9,0,1,4,4,0,0,0,38,
17,4,7,4,12,3,4,0,0,0,20,
32,4,9,2,3,0,4,1,5178,0,48,
50,0,14,3,0,2,4,1,0,0,40,
33,4,13,2,10,0,4,1,3103,0,47,
64,4,13,2,10,0,4,1,0,0,40,
20,4,9,4,14,3,4,1,0,0,30,
30,4,9,5,8,3,4,0,0,0,36,
22,0,10,4,0,3,2,1,0,0,40,
43,4,10,0,4,1,4,1,0,0,45,
22,4,10,4,1,3,4,1,0,0,40,
17,4,6,4,5,3,4,1,0,0,20,
47,6,9,2,8,5,4,0,0,0,75,
41,4,11,4,10,1,4,0,0,0,60,
56,4,10,2,3,0,4,1,0,0,50,
64,4,9,2,14,0,4,1,0,0,45,
47,4,9,2,14,0,4,1,0,0,50,
48,4,11,4,1,4,4,1,0,0,40,
31,4,14,4,10,1,4,0,0,0,46,
29,4,11,4,13,3,4,1,0,0,40,
30,4,9,6,1,1,4,0,0,0,40,
32,4,9,2,4,0,4,1,0,1672,60,
57,4,9,6,14,4,4,1,0,653,42,
62,4,9,6,8,1,4,0,0,0,40,
39,4,9,5,7,4,4,0,0,0,24,
43,4,10,4,1,1,4,1,0,0,25,
24,5,13,4,12,3,4,1,0,0,40,
42,0,7,2,0,0,4,1,0,0,15,
53,4,10,2,1,5,4,0,4386,0,40,
26,4,10,4,6,3,4,1,0,0,40,
73,6,9,2,4,0,4,1,0,0,40,
72,0,7,6,0,1,4,0,0,0,24,
55,4,9,2,7,0,4,1,0,0,40,
25,4,9,0,1,1,4,1,0,0,40,
41,4,13,0,10,1,4,0,0,0,50,
24,4,13,4,4,1,4,1,0,0,50,
63,4,9,6,5,1,4,1,0,0,6,
17,4,7,4,12,3,4,1,0,0,20,
35,4,10,2,3,0,4,1,0,0,50,
51,4,10,2,10,0,4,1,0,0,40,
62,2,13,6,10,1,4,0,0,0,48,
55,4,9,2,3,0,4,1,4386,0,40,
43,4,10,0,10,1,4,1,0,0,40,
40,2,9,0,8,1,4,0,0,0,50,
37,4,13,2,4,0,4,1,0,0,45,
39,4,13,2,3,0,4,1,0,0,40,
31,4,9,4,3,3,4,1,0,0,18,
61,4,14,6,10,1,4,0,0,0,40,
26,4,11,0,1,1,4,0,0,0,55,
46,6,9,2,12,0,4,1,0,0,50,
26,4,13,4,10,1,4,0,0,0,40,
48,7,16,0,10,3,4,1,0,0,50,
34,4,9,4,14,3,4,1,0,0,40,
34,2,9,4,1,3,4,0,0,0,40,
59,4,9,2,8,0,4,1,0,0,40,
34,4,13,4,10,3,4,0,0,0,40,
49,4,13,4,4,1,4,0,0,0,56,
18,4,7,4,1,3,4,0,0,0,20,
43,4,9,2,5,0,4,1,0,0,40,
48,4,7,2,4,0,4,1,0,0,50,
28,5,10,2,4,0,4,1,0,0,70,
33,4,9,2,7,0,4,1,0,0,40,
24,4,10,4,12,1,4,0,0,0,15,
21,4,6,4,6,1,4,1,0,0,40,
17,4,7,4,12,3,4,1,0,0,28,
39,4,10,2,5,0,4,1,0,0,50,
29,6,13,5,10,3,4,1,0,0,40,
44,4,13,2,4,0,4,1,0,0,40,
24,4,10,4,14,3,4,1,0,0,50,
71,6,14,2,12,0,4,1,10605,0,40,
51,6,13,2,12,0,1,1,0,2415,40,
55,4,3,0,8,4,2,1,0,0,25,
41,4,13,2,4,0,4,1,0,0,60,
23,4,9,4,6,4,2,0,0,0,7,
38,4,11,0,1,4,4,0,0,0,40,
39,4,9,2,14,0,4,1,0,0,40,
19,4,9,4,1,1,4,0,0,0,30,
49,4,5,0,7,1,4,0,0,0,40,
32,4,13,2,1,2,4,1,0,0,40,
27,4,9,2,3,0,4,1,0,0,70,
38,4,13,2,12,0,4,1,0,0,50,
33,4,10,2,3,5,4,0,0,0,60,
63,0,10,2,0,0,4,1,0,0,15,
23,4,13,4,4,3,4,1,0,0,28,
33,5,10,2,3,0,4,1,0,0,60,
54,6,9,2,12,0,2,1,0,0,40,
29,4,11,0,13,1,4,0,2174,0,45,
48,0,10,0,0,4,2,0,0,0,30,
35,6,13,4,4,1,4,1,0,0,40,
28,4,11,2,1,5,1,0,0,0,40,
37,4,13,2,10,0,4,1,7688,0,50,
42,6,15,2,5,0,4,1,0,0,65,
40,4,14,2,10,0,4,1,0,0,40,
47,4,10,0,12,3,4,1,0,0,55,
22,4,13,4,4,3,4,0,0,0,50,
30,4,13,2,4,0,4,1,0,0,45,
28,4,9,2,13,0,4,1,0,0,40,
63,2,4,2,8,0,4,1,0,0,55,
51,6,5,2,3,0,4,1,0,0,20,
22,4,9,4,6,3,4,0,0,0,40,
27,0,12,2,0,3,0,1,0,0,40,
35,4,9,4,12,1,4,1,0,0,45,
46,4,9,0,7,1,4,0,0,0,38,
37,4,10,0,7,1,4,1,0,0,52,
24,4,13,4,10,3,2,1,0,0,15,
37,6,9,0,6,3,4,1,0,0,10,
53,4,10,2,13,0,4,1,0,0,40,
27,4,9,4,12,1,4,1,0,0,30,
38,4,10,0,3,1,4,1,0,0,44,
53,6,6,2,5,0,4,1,0,0,60,
34,4,10,4,3,1,4,1,0,0,40,
23,4,9,4,12,3,2,1,0,0,40,
39,4,13,2,4,0,4,1,15024,0,45,
43,4,14,2,10,5,1,0,0,0,50,
67,5,9,2,4,0,1,1,0,0,40,
81,6,9,2,4,0,4,1,0,0,30,
21,4,10,4,8,3,4,1,0,0,20,
23,4,10,4,12,1,4,1,0,0,25,
25,4,10,4,14,4,4,1,0,0,40,
42,4,3,2,7,5,4,0,0,0,38,
38,4,10,2,1,5,2,0,0,0,40,
64,0,9,2,0,0,4,1,0,0,5,
32,4,9,2,7,0,4,1,0,0,40,
37,4,9,2,7,0,4,1,0,0,40,
51,4,14,2,4,0,4,1,0,0,60,
22,4,10,4,12,1,4,0,0,0,42,
33,4,2,3,9,1,4,0,0,0,40,
42,4,9,0,7,1,4,1,0,0,55,
19,0,10,4,0,3,4,0,0,0,10,
51,2,1,2,8,0,4,1,0,0,40,
23,4,9,2,1,5,4,0,0,0,40,
37,4,7,2,7,0,4,1,3103,0,44,
37,4,9,2,3,0,4,1,0,0,99,
47,4,14,4,10,1,4,0,0,0,25,
41,4,15,2,10,0,4,1,0,2415,40,
33,4,9,2,3,0,4,1,0,0,30,
31,4,13,4,12,1,4,1,0,0,40,
31,4,12,0,8,4,0,0,0,0,40,
35,4,9,2,7,0,2,1,0,0,40,
38,5,9,2,4,0,4,1,0,0,40,
18,4,9,4,8,1,4,0,0,0,45,
20,4,9,2,7,0,4,1,0,0,40,
54,2,10,0,4,4,2,0,0,0,35,
40,4,10,0,1,4,4,0,0,0,40,
36,5,13,2,4,5,4,0,0,1977,45,
43,4,10,0,3,4,4,1,0,0,35,
44,6,10,0,5,4,4,1,0,0,40,
44,7,9,2,10,5,4,0,0,0,40,
43,4,14,2,4,0,4,1,0,0,43,
51,4,4,6,8,4,2,0,0,0,40,
18,4,9,4,8,3,4,0,0,0,20,
51,4,10,2,4,0,4,1,0,0,40,
41,4,6,2,3,0,4,1,0,0,30,
44,5,10,2,12,0,4,1,0,0,70,
33,2,6,0,14,1,4,1,0,0,40,
33,6,13,2,4,0,4,1,0,0,40,
42,4,12,2,4,0,4,1,0,0,40,
25,4,10,2,10,0,4,1,0,0,45,
32,4,9,0,7,1,4,0,0,0,38,
32,4,13,2,3,0,4,1,0,0,70,
36,4,6,0,4,4,4,0,0,0,40,
28,4,9,2,14,0,4,1,0,0,40,
20,4,9,4,8,3,4,0,0,0,20,
35,5,10,2,12,0,4,1,0,0,60,
55,6,9,2,3,0,4,1,0,0,20,
48,4,13,2,4,0,1,1,0,0,40,
36,0,11,6,0,1,4,0,0,0,20,
34,4,9,2,3,0,4,1,0,0,35,
28,4,13,4,13,1,4,0,0,0,35,
67,4,13,6,4,1,4,1,0,2392,40,
37,4,9,2,3,0,4,1,0,0,40,
44,4,9,4,14,4,4,1,0,0,70,
25,4,10,4,12,1,4,0,0,0,40,
21,4,10,4,4,1,4,0,4101,0,40,
40,7,14,2,10,0,4,1,0,0,35,
78,4,9,6,8,1,2,0,2964,0,40,
34,4,9,0,6,3,4,1,0,0,40,
49,4,9,4,1,1,4,0,0,0,44,
22,4,12,4,1,1,4,0,0,0,40,
23,0,9,4,0,4,2,0,0,0,40,
60,6,9,4,5,4,4,1,0,0,42,
45,2,9,6,11,1,4,1,0,0,40,
63,4,11,0,8,1,4,0,0,0,20,
41,4,9,4,3,3,2,0,0,0,35,
47,4,9,0,1,4,4,0,0,0,40,
44,4,9,0,3,4,4,1,0,0,40,
51,4,10,6,10,1,4,0,3325,0,40,
46,4,13,4,12,1,4,1,0,1504,40,
41,4,11,2,7,0,4,1,0,0,40,
50,6,9,2,3,0,4,1,0,0,30,
47,4,9,2,1,0,4,1,0,0,50,
35,4,9,4,4,1,4,1,0,0,45,
56,4,9,2,4,0,4,1,0,0,55,
45,4,14,0,10,1,4,1,0,0,45,
48,1,13,0,4,4,4,1,0,0,58,
40,4,10,2,7,0,4,1,2580,0,40,
39,5,13,2,4,0,4,1,15024,0,50,
20,4,10,4,8,3,4,1,0,0,40,
50,4,16,2,10,0,4,1,0,1902,65,
38,7,9,2,10,5,4,0,0,0,40,
23,2,13,4,10,3,4,0,0,0,60,
31,4,9,4,8,3,4,1,0,0,16,
58,4,13,2,1,0,4,1,0,0,40,
66,4,9,5,7,1,2,1,0,0,40,
39,5,9,2,4,0,4,1,0,0,40,
54,6,9,2,3,0,4,1,15024,0,52,
26,4,10,2,12,0,4,1,0,0,50,
51,4,9,0,7,1,4,0,0,0,40,
34,4,11,4,14,3,4,1,0,0,40,
50,4,9,2,7,0,4,1,3103,0,40,
42,4,10,2,10,0,4,1,0,0,44,
38,4,14,2,10,0,4,1,0,0,25,
48,4,4,2,6,0,4,1,0,0,40,
33,4,11,2,13,5,4,0,0,0,40,
51,4,9,6,8,4,4,0,0,0,32,
22,4,9,0,3,1,4,1,0,0,40,
19,0,9,4,0,3,4,1,0,0,30,
41,4,10,4,3,1,4,1,0,0,50,
48,2,14,2,10,0,4,1,0,0,35,
42,4,9,5,12,1,4,0,0,0,30,
34,4,10,2,8,0,4,1,0,0,40,
23,4,9,4,7,4,2,0,0,0,40,
56,4,9,2,8,0,4,1,0,0,50,
30,4,13,4,10,1,2,1,0,0,45,
45,4,9,2,4,0,4,1,0,0,55,
48,4,6,2,1,5,4,0,0,0,40,
48,5,14,3,12,1,1,1,0,0,50,
31,4,11,4,1,1,4,0,0,0,40,
20,7,12,4,8,3,4,1,0,1719,20,
27,4,10,4,12,1,4,1,0,0,40,
32,4,9,4,8,1,2,0,0,0,40,
76,0,4,6,0,1,4,1,0,0,2,
19,0,9,4,0,4,4,1,0,2001,40,
66,5,5,2,4,0,4,1,1409,0,1,
37,4,9,4,8,1,4,1,0,0,75,
34,4,9,0,9,4,2,0,0,0,30,
34,0,7,2,0,5,4,0,0,0,8,
90,4,9,4,8,1,4,0,0,0,40,
23,4,10,4,7,3,2,0,0,0,40,
43,4,10,0,1,1,4,0,0,0,40,
44,4,13,2,4,0,4,1,7688,0,60,
24,4,10,4,13,1,4,0,0,0,37,
28,4,15,0,10,4,4,1,0,0,55,
64,0,12,4,0,1,4,0,0,0,20,
23,4,10,2,8,0,4,1,0,0,40,
20,4,10,4,12,1,4,0,0,0,50,
36,4,13,2,10,0,4,1,0,1902,50,
61,4,9,2,7,0,4,1,0,0,40,
53,6,13,2,12,0,4,1,0,0,40,
30,4,13,2,1,0,4,1,7298,0,40,
52,6,10,2,12,0,4,1,0,0,55,
38,4,10,0,3,1,4,1,0,0,40,
32,4,13,2,12,0,4,1,0,0,40,
30,6,8,2,14,0,4,1,0,0,75,
41,4,11,0,3,1,4,0,0,0,40,
49,2,14,2,10,0,4,1,0,1902,40,
45,4,9,2,3,0,4,1,0,0,47,
43,6,9,2,4,0,4,1,0,0,35,
61,4,9,2,7,0,4,1,3471,0,40,
54,4,9,2,8,0,4,1,0,0,32,
34,4,12,5,8,4,4,0,0,0,40,
49,4,10,2,12,0,4,1,0,0,80,
38,4,10,4,8,3,4,1,0,0,40,
35,4,15,2,10,0,4,1,0,1977,80,
36,4,8,2,14,0,4,1,0,0,40,
30,4,13,2,4,0,4,1,0,0,50,
36,4,12,0,13,1,4,0,0,0,60,
22,2,13,4,10,3,4,0,0,0,20,
38,4,9,2,3,0,4,1,0,1902,40,
37,4,9,2,3,0,4,1,0,0,50,
48,7,16,2,10,5,4,0,0,1902,46,
17,4,7,4,1,3,4,1,0,0,15,
19,6,10,4,3,3,4,1,0,0,20,
27,4,13,4,12,1,2,0,0,1590,40,
22,4,13,4,12,3,1,1,0,0,50,
49,4,9,2,3,0,4,1,0,0,40,
43,7,11,2,10,5,4,0,0,0,40,
43,4,13,5,10,4,4,0,0,0,40,
19,2,9,0,4,1,4,0,0,0,35,
58,6,9,2,5,0,4,1,0,0,60,
41,2,10,2,11,0,4,1,0,0,40,
31,4,10,2,1,0,4,1,0,0,40,
30,4,11,2,14,0,4,1,0,0,40,
32,4,9,2,11,0,4,1,0,0,40,
29,4,13,4,4,1,4,1,0,0,35,
42,4,10,2,4,0,4,1,7298,0,52,
38,4,9,0,3,3,4,1,0,0,28,
41,1,12,2,10,0,4,1,0,0,40,
44,6,13,4,12,1,4,1,0,0,50,
31,4,16,3,10,1,1,1,0,0,60,
34,4,9,0,3,1,4,1,0,0,40,
21,4,10,4,1,3,4,1,0,0,40,
22,6,13,4,10,3,1,1,0,0,20,
62,4,6,2,7,0,4,1,0,0,40,
19,0,9,4,0,3,4,0,0,0,40,
29,5,9,2,12,5,4,0,0,1977,25,
43,4,10,0,10,4,4,0,0,0,40,
68,0,4,2,0,0,4,1,0,0,8,
45,5,13,2,7,0,4,1,0,0,60,
39,5,5,2,4,0,4,1,0,1651,40,
41,4,13,2,4,0,2,1,0,0,50,
34,6,12,2,10,5,4,0,0,0,25,
34,2,9,0,1,4,4,0,0,0,33,
31,4,13,4,10,1,4,1,0,0,47,
29,4,9,4,6,3,4,1,0,0,25,
41,4,13,2,3,0,4,1,3103,0,40,
41,4,11,2,14,0,4,1,0,0,55,
35,5,14,2,12,0,4,1,0,0,45,
33,4,13,2,12,5,4,0,0,0,45,
37,7,13,4,1,1,4,1,0,0,38,
69,4,9,2,12,5,4,0,0,0,40,
34,4,9,0,6,3,4,0,0,0,40,
60,5,11,2,7,0,4,1,0,2415,70,
36,4,10,2,3,0,4,1,0,0,40,
41,4,9,2,14,0,4,1,0,0,50,
58,2,13,2,10,5,4,0,0,0,40,
53,4,13,2,10,0,1,1,0,0,40,
29,4,10,2,13,0,4,1,0,0,40,
45,1,9,0,13,1,4,0,4865,0,40,
34,7,10,2,4,0,4,1,0,0,38,
36,4,13,2,13,0,4,1,0,0,40,
48,4,10,0,8,4,2,0,0,0,35,
20,4,11,4,1,3,4,0,0,0,40,
35,4,9,2,14,0,4,1,0,0,50,
63,1,9,6,6,1,2,1,0,0,40,
41,6,10,0,8,4,4,1,0,0,45,
28,4,13,2,10,0,4,1,0,0,45,
30,4,10,4,7,1,2,0,0,0,40,
34,0,9,0,0,1,4,0,0,0,40,
31,4,9,4,8,4,4,0,0,0,40,
37,4,11,4,1,3,4,0,0,0,38,
42,0,10,0,0,4,4,1,0,0,40,
31,4,10,2,4,0,4,1,0,0,50,
46,6,14,2,4,0,4,1,0,0,45,
35,1,9,2,1,0,2,1,0,0,60,
27,4,9,2,3,0,4,1,0,0,53,
41,4,2,2,3,0,4,1,0,0,35,
19,4,10,4,8,3,4,0,0,0,20,
20,4,10,4,12,1,4,1,0,0,45,
59,1,9,6,12,4,4,0,0,0,40,
40,4,13,4,8,1,4,1,0,0,37,
56,6,10,2,12,0,4,1,0,0,60,
33,4,14,2,10,0,4,1,15024,0,44,
30,5,10,4,4,1,4,0,0,0,60,
46,4,9,2,7,0,4,1,0,0,50,
61,5,9,2,4,0,4,1,0,0,35,
50,5,9,2,4,0,4,1,7298,0,40,
25,4,9,4,8,3,4,1,0,0,30,
40,4,10,0,1,4,4,0,0,0,39,
24,0,10,4,0,1,4,1,0,0,40,
51,4,9,2,3,0,4,1,0,0,54,
43,7,9,2,11,0,4,1,0,0,40,
34,4,10,2,5,0,4,1,0,0,54,
46,4,9,2,4,0,4,1,0,0,45,
28,7,14,2,10,5,4,0,0,0,50,
26,4,13,4,14,4,1,1,0,0,40,
20,4,9,4,6,3,4,1,0,0,28,
44,4,11,2,3,0,4,1,3411,0,40,
51,4,9,6,14,4,4,1,0,0,40,
33,4,13,2,12,0,4,1,0,0,60,
54,4,12,2,13,0,4,1,0,0,40,
50,4,13,2,10,5,4,0,0,1977,40,
33,4,9,0,1,1,2,0,0,0,40,
65,4,13,2,1,0,4,1,10605,0,20,
22,0,10,4,0,3,4,0,0,0,8,
88,6,15,2,10,0,4,1,0,0,40,
40,4,9,0,14,1,4,1,0,0,40,
51,4,9,0,1,1,4,0,0,0,43,
50,4,7,0,8,1,2,0,0,0,40,
25,4,14,2,5,1,4,1,0,0,99,
20,4,11,4,8,1,4,1,0,0,30,
47,4,9,2,8,0,4,1,0,0,40,
58,0,10,2,0,0,4,1,0,0,40,
22,4,11,4,1,3,4,0,0,0,30,
50,7,9,2,10,0,4,1,0,0,48,
47,4,9,4,1,4,4,0,0,0,40,
24,2,7,4,8,1,1,1,0,0,45,
50,0,9,2,0,0,4,1,0,0,40,
40,4,13,0,4,1,4,0,0,0,45,
36,4,13,2,10,0,4,1,0,0,40,
32,4,9,2,1,0,4,1,0,0,40,
44,4,9,2,3,0,4,1,0,0,40,
51,0,14,2,0,0,4,1,0,0,40,
59,1,10,4,4,3,2,0,0,0,40,
65,4,9,2,3,0,4,1,0,0,30,
24,7,13,4,1,1,4,0,0,0,65,
27,2,13,4,10,3,4,1,0,0,35,
51,4,11,0,8,1,4,1,0,0,40,
48,4,10,2,3,0,4,1,0,0,40,
39,4,9,2,14,0,4,1,0,0,60,
28,4,13,2,13,0,4,1,0,0,40,
19,4,10,4,8,3,4,0,0,0,25,
49,2,13,0,10,1,2,0,0,0,40,
51,2,12,2,10,0,4,1,0,0,60,
59,4,14,2,10,0,4,1,0,0,55,
18,4,9,4,7,3,4,0,0,0,40,
50,4,9,2,3,0,4,1,4386,0,40,
45,1,9,2,1,0,2,1,0,0,80,
30,2,13,2,10,0,4,1,0,0,50,
37,4,13,0,3,1,4,1,0,0,35,
44,4,13,4,8,1,4,1,0,0,40,
